nome;parametro;valor
sobradinho;Kt-49;0
sobradinho;Kt-50;0
sobradinho;Kt-51;0
sobradinho;Kt-52;0
sobradinho;Kt-53;0
sobradinho;Kt-54;0
sobradinho;Kt-55;0
sobradinho;Kt-56;0
sobradinho;Kt-57;0
sobradinho;Kt-58;0
sobradinho;Kt-59;0
sobradinho;Kt-60;0
sobradinho;Str;157.2185078
sobradinho;K2t;9.844337895
sobradinho;Crec;0.325990935
sobradinho;Ai;0.816365463
sobradinho;Capc;0.20048815
sobradinho;K_kt;405.0564526
sobradinho;K2t2;10
sobradinho;H1;200
sobradinho;H;4.020344027
sobradinho;K3t;157.0108178
sobradinho;K1t;0.749389003
sobradinho;Ecof;0.946497271
sobradinho;Pcof;1
sobradinho;Ecof2;0.424989658
sobradinho;ktMin;45
sobradinho;ktMax;2
irape;Area;15880
irape;nKt;6
irape;Kt2;0.235731702
irape;Kt1;0.235390922
irape;Kt0;0.209641199
irape;Kt-1;0.169022836
irape;Kt-2;0.114248082
irape;Kt-3;0.035965258
irape;Kt-4;0
irape;Kt-5;0
irape;Kt-6;0
irape;Kt-7;0
irape;Kt-8;0
irape;Kt-9;0
irape;Kt-10;0
irape;Kt-11;0
irape;Kt-12;0
irape;Kt-13;0
irape;Kt-14;0
irape;Kt-15;0
irape;Kt-16;0
irape;Kt-17;0
irape;Kt-18;0
irape;Kt-19;0
irape;Kt-20;0
irape;Kt-21;0
irape;Kt-22;0
irape;Kt-23;0
irape;Kt-24;0
irape;Kt-25;0
irape;Kt-26;0
irape;Kt-27;0
irape;Kt-28;0
irape;Kt-29;0
irape;Kt-30;0
irape;Kt-31;0
irape;Kt-32;0
irape;Kt-33;0
irape;Kt-34;0
irape;Kt-35;0
irape;Kt-36;0
irape;Kt-37;0
irape;Kt-38;0
irape;Kt-39;0
irape;Kt-40;0
irape;Kt-41;0
irape;Kt-42;0
irape;Kt-43;0
irape;Kt-44;0
irape;Kt-45;0
irape;Kt-46;0
irape;Kt-47;0
irape;Kt-48;0
irape;Kt-49;0
irape;Kt-50;0
irape;Kt-51;0
irape;Kt-52;0
irape;Kt-53;0
irape;Kt-54;0
irape;Kt-55;0
irape;Kt-56;0
irape;Kt-57;0
irape;Kt-58;0
irape;Kt-59;0
irape;Kt-60;0
irape;Str;94.6547184
irape;K2t;3.808006473
irape;Crec;1.484790731
irape;Ai;1.227756259
irape;Capc;11.74067766
irape;K_kt;82.40854293
irape;K2t2;10
irape;H1;200
irape;H;4.271714158
irape;K3t;522.9111918
irape;K1t;2.409562255
irape;Ecof;1.062745839
irape;Pcof;1.000001
irape;Ecof2;0.584104001
irape;ktMin;3
irape;ktMax;2
candonga;Area;8900
candonga;nKt;6
candonga;Kt2;0.05257719
candonga;Kt1;0.317530883
candonga;Kt0;0.401400786
candonga;Kt-1;0.200326161
candonga;Kt-2;0.028135854
candonga;Kt-3;2.91E-05
candonga;Kt-4;0
candonga;Kt-5;0
candonga;Kt-6;0
candonga;Kt-7;0
candonga;Kt-8;0
candonga;Kt-9;0
candonga;Kt-10;0
candonga;Kt-11;0
candonga;Kt-12;0
candonga;Kt-13;0
candonga;Kt-14;0
candonga;Kt-15;0
candonga;Kt-16;0
candonga;Kt-17;0
candonga;Kt-18;0
candonga;Kt-19;0
candonga;Kt-20;0
candonga;Kt-21;0
candonga;Kt-22;0
candonga;Kt-23;0
candonga;Kt-24;0
candonga;Kt-25;0
candonga;Kt-26;0
candonga;Kt-27;0
candonga;Kt-28;0
candonga;Kt-29;0
candonga;Kt-30;0
candonga;Kt-31;0
candonga;Kt-32;0
candonga;Kt-33;0
candonga;Kt-34;0
candonga;Kt-35;0
candonga;Kt-36;0
candonga;Kt-37;0
candonga;Kt-38;0
candonga;Kt-39;0
candonga;Kt-40;0
candonga;Kt-41;0
candonga;Kt-42;0
candonga;Kt-43;0
candonga;Kt-44;0
candonga;Kt-45;0
candonga;Kt-46;0
candonga;Kt-47;0
candonga;Kt-48;0
candonga;Kt-49;0
candonga;Kt-50;0
candonga;Kt-51;0
candonga;Kt-52;0
candonga;Kt-53;0
candonga;Kt-54;0
candonga;Kt-55;0
