data;avermelha;ssimao2;navanhanda;capivara;manso;ita;irape;candonga;dfranc;smesa;pimentalt;colider;baixoig;sobradinho
26/01/1991;3.894454332;3.960520505;3.500117125;2.799196672;4.296100211;3.281791119;4.185243092;3.837577087;3.580479202;3.853621302;4.204045013;3.796970032;3.442524332;4.351315201
27/01/1991;3.391216564;3.541278778;3.269172841;4.721422593;4.20397182;4.678719289;4.195817423;3.812254175;5.033396538;4.23937288;3.937202769;4.34736431;4.699326056;4.629808336
28/01/1991;3.972716299;4.05865629;3.961502418;4.768960842;4.276502966;5.723233703;3.652623723;3.43932292;6.294985287;3.966054209;4.140449461;4.440663232;5.713825181;4.448666518
29/01/1991;5.046789938;5.00649352;4.956173339;4.470626787;4.465213643;5.705616968;3.841755603;3.807397339;5.868646664;4.743264606;3.61135252;4.423323858;4.743327417;4.075043735
30/01/1991;3.770012661;3.894374024;3.764233931;3.276856232;3.302221135;3.224745109;4.914515729;4.112995292;3.477141196;4.144815773;3.600575995;3.515510736;2.826187398;4.79945342
31/01/1991;4.252174646;4.049989375;4.176454082;3.443456973;4.085109711;4.329142073;4.594925434;4.191571594;4.199060905;3.872615605;3.769725628;4.2610849;4.332393689;4.388640429
01/02/1991;3.472123621;3.238532033;3.427894653;4.207458171;2.876999287;4.870275406;4.752296428;4.33139276;4.94753408;3.708215541;3.405103689;3.04267821;5.172193686;4.687588979
02/02/1991;3.19199321;3.745665782;2.768208898;3.416239531;3.884488794;5.669614676;5.099975162;4.475117053;5.886850367;4.355264906;3.220650675;3.657469427;5.712472035;4.723160946
03/02/1991;3.874128852;4.302222555;3.578347252;3.834477515;4.137441195;5.030734212;4.934699048;4.632853746;5.826706064;4.718554154;3.469003084;3.795458667;4.8668253;4.706953203
04/02/1991;4.396620941;4.236282803;4.742618501;4.676296236;4.957089324;4.877378125;4.311873988;4.241126472;5.594038787;4.4047592;3.558829201;4.33496374;5.042972553;4.564335717
05/02/1991;4.21631872;3.854491406;4.479482536;4.678450489;4.150888367;4.916733561;4.597108951;4.665240813;5.395047142;3.940632143;3.425502162;3.659115786;5.070074276;4.469928
06/02/1991;4.073381933;4.052168484;4.290436082;4.545002928;4.361514367;4.973182999;4.825147629;4.603382398;4.988655749;3.964553019;3.984099051;4.100693411;5.008492368;4.595817385
07/02/1991;3.968630176;3.858572877;4.219268766;3.85625519;4.338020781;4.415274792;5.115835659;4.504561903;4.912789577;4.386715662;4.229763002;4.175706646;4.454207046;4.57204573
08/02/1991;3.889062608;4.182844548;3.843121728;3.820926614;4.053921771;4.247809382;4.197751127;4.250146078;4.747182908;3.743199007;3.86476935;3.987099134;4.363751138;4.195326163
09/02/1991;4.549288375;4.666585628;4.335755594;3.900295675;3.711420728;3.726421226;4.536332748;4.394378611;4.723566098;4.230533938;4.10936686;3.458552886;3.771369942;4.716388198
10/02/1991;4.3836902;4.450063125;4.328914065;4.410382477;4.336113752;4.638639981;4.364432008;4.30025807;5.031130443;4.707951418;4.028708332;4.397787666;4.910634689;4.912159971
11/02/1991;3.97300731;4.084828752;4.267235584;4.239623473;5.205068868;5.24916802;5.303835943;4.180051496;5.334136432;5.046888249;4.552968025;4.938125872;4.898586136;5.450498229
12/02/1991;3.846610151;3.990901789;3.967787416;3.71343244;4.173191901;4.222942205;4.593607063;4.838561676;3.666012744;4.454223237;4.715542957;4.541308245;4.37905593;5.108676512
13/02/1991;4.46037472;4.774923255;4.362142666;4.892798511;4.49228325;3.630561978;5.07126349;4.93005961;4.051280491;5.161738432;4.382843717;4.470233881;4.581220943;4.641938117
14/02/1991;4.149636081;3.907645876;4.740530219;4.811548532;4.20048451;4.090628213;4.467297098;4.668373105;3.365007397;3.995897739;4.296424234;4.727948474;4.012989382;4.458712578
15/02/1991;4.40297431;4.83702743;4.439549295;4.901248924;4.69280834;4.533926625;4.423732895;4.003567552;4.53457172;5.151519338;4.894104413;5.051768989;4.982945614;4.663839046
16/02/1991;4.421924819;4.397033895;4.278824794;4.541386595;5.076345411;5.174213112;4.343874745;3.371342511;5.035814574;4.482455998;4.682181423;5.061446;5.424794008;4.734426099
17/02/1991;4.744721651;4.67302707;4.61005625;4.67579026;4.403787554;5.272533944;3.763651742;3.650952499;5.457459372;4.170789779;3.443584748;4.114518739;5.31322154;4.502446654
18/02/1991;4.295327257;4.268582116;4.338312689;4.053019987;4.581566571;5.178951114;5.254706339;3.991093124;5.747111442;4.212422162;3.553935222;4.223704703;5.418494272;5.169298181
19/02/1991;4.774611837;4.595134097;5.146367594;5.120532153;4.867552917;5.543436596;4.856969336;4.166743048;6.013763217;3.700404345;4.354475385;4.727090073;5.795526637;4.589426654
20/02/1991;5.091385146;4.986467113;5.237156932;5.51352613;4.756920083;5.496867837;3.992773991;3.796330834;5.904958429;4.446338513;4.195005016;4.558619743;5.740874193;4.424939969
21/02/1991;5.202211693;5.023498928;5.448583943;5.191648573;4.929006645;5.057871115;4.06179157;3.983993957;5.284421842;4.705474151;4.195357116;4.779636659;4.588951965;4.595885256
22/02/1991;5.254692796;5.012756691;5.43127461;5.504537803;5.225065382;3.337292039;4.526644553;4.469196825;2.836813153;4.685603992;4.678111842;5.220725787;4.873883127;4.901702775
23/02/1991;5.309558354;4.80483643;5.24326002;4.993368331;5.352985316;4.342694769;4.87936373;4.527910463;4.359346459;4.570878544;4.675866258;5.533854359;4.904246299;5.311308137
24/02/1991;4.765874094;4.96171515;5.05997894;5.15417549;5.699362274;5.347575362;3.906214702;3.637913566;5.336151031;4.84324882;4.844361481;5.479181853;5.476119728;5.113349149
25/02/1991;4.734554025;3.995455998;5.35633566;5.457656077;4.90614758;5.776049563;2.829705056;3.017718214;6.260651821;4.356979512;4.056680311;4.723055703;5.736935319;4.490022209
26/02/1991;4.679240909;4.183857485;4.928513788;5.58522192;4.148647284;5.752893455;3.473936068;3.750052188;5.766081377;3.117782358;3.888165487;3.955669981;5.804112116;3.918101423
27/02/1991;3.864801964;4.03836173;4.265549393;5.393437447;4.162254679;5.53385361;4.322177268;3.557771572;5.634965709;3.972555737;3.935842156;4.277181869;5.73487375;4.649348891
28/02/1991;3.946678916;3.46773321;4.559935586;4.795591183;3.774862151;5.108611398;4.03218542;3.053124254;4.66127429;3.667363959;3.442097641;4.095190194;4.778298354;4.434389499
01/03/1991;4.169144501;4.428883222;3.741476901;2.774083512;4.599055263;3.822628331;4.428281431;4.171729337;4.280763895;4.586563871;4.141695389;4.469412383;3.411350603;4.906298639
